,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2016-04-28,1.309757695,0.883002208,1.434926101,0.685824018,3.4824,1.2544,6.4735,6.5724,7.7569,66.39,108.55,3.89,17.2175,8.1507,14.2645,1.3469,1139.93,145.5,8.0851,0.9687,32.23,35,9.975
2016-04-29,1.313715187,0.874049471,1.431844215,0.683760684,3.4547,1.2549,6.4738,6.5059,7.757,66.39,106.9,3.903,17.19,8.0643,14.2355,1.3454,1144.09,146,8.0267,0.9598,32.28,34.91,9.975
2016-04-30,1.313715187,0.874049471,1.431844215,0.683760684,3.4547,1.2549,6.4738,6.5059,7.757,66.39,106.9,3.903,17.19,8.0643,14.2355,1.3454,1144.09,146,8.0267,0.9598,32.28,34.91,9.975
2016-05-01,1.313715187,0.874049471,1.431844215,0.683760684,3.4547,1.2549,6.4738,6.5059,7.757,66.39,106.9,3.903,17.19,8.0643,14.2355,1.3454,1144.09,146,8.0267,0.9598,32.28,34.91,9.975
2016-05-02,1.308729224,0.868357068,1.426737052,0.681849175,3.505,1.2544,6.4738,6.4625,7.7591,66.36,106.48,3.903,17.2425,8.0361,14.3255,1.3421,1138.45,145.43,7.9761,0.9556,32.22,34.84,9.975
2016-05-03,1.334757074,0.868960723,1.444043321,0.687616035,3.5652,1.2686,6.49,6.4662,7.7617,66.51,106.34,3.927,17.5415,8.0891,14.6085,1.3516,1148.69,145.4,8.0272,0.9541,32.32,34.94,9.975
2016-05-04,1.341561578,0.870625109,1.454757056,0.690846287,3.5339,1.2882,6.4945,6.4764,7.7608,66.63,107.12,3.986,17.705,8.1466,14.9215,1.3585,1164.59,145.5,8.0679,0.9574,32.39,35.11,9.975
2016-05-05,1.339584729,0.876885303,1.450536699,0.69032169,3.526,1.2855,6.5032,6.5241,7.7618,66.53,107.32,4.002,17.785,8.1613,14.929,1.3588,1165.93,145.4,8.1073,0.9686,32.4,35.17,9.975
2016-05-06,1.359064963,0.875580072,1.461347362,0.692568737,3.5255,1.292,6.497,6.5133,7.7605,66.52,106.66,4.006,17.9155,8.1868,14.885,1.359,1167.29,145.4,8.1254,0.9697,32.38,35.13,9.975
2016-05-07,1.359064963,0.875580072,1.461347362,0.692568737,3.5255,1.292,6.497,6.5133,7.7605,66.52,106.66,4.006,17.9155,8.1868,14.885,1.359,1167.29,145.4,8.1254,0.9697,32.38,35.13,9.975
2016-05-08,1.359064963,0.875580072,1.461347362,0.692568737,3.5255,1.292,6.497,6.5133,7.7605,66.52,106.66,4.006,17.9155,8.1868,14.885,1.359,1167.29,145.4,8.1254,0.9697,32.38,35.13,9.975
2016-05-09,1.365560563,0.877039116,1.475361464,0.694010688,3.556,1.2994,6.514,6.5246,7.7626,66.7,108.39,4.01,18.1325,8.2147,15.184,1.3688,1174.25,145.59,8.1546,0.9698,32.54,35.2,9.975
2016-05-10,1.360359135,0.878271562,1.482359917,0.691850007,3.4742,1.2957,6.515,6.535,7.761,66.58,109.22,4.053,18.0095,8.2055,15.1305,1.3693,1169.89,145.4,8.1466,0.9746,32.54,35.21,9.975
2016-05-11,1.35171668,0.873820343,1.46092038,0.690607735,3.4594,1.2834,6.491,6.5011,7.7599,66.53,108.48,4.033,17.9265,8.1339,15.0265,1.3654,1162.47,145.2,8.1207,0.9699,32.49,35.21,9.975
2016-05-12,1.367240908,0.878734622,1.46713615,0.691945751,3.4942,1.2857,6.514,6.5372,7.7582,66.7,108.73,4.017,18.0345,8.1522,15.06,1.3725,1168.7,145.5,8.188,0.9693,32.59,35.32,9.975
2016-05-13,1.374948439,0.88542589,1.474708745,0.695942654,3.5075,1.2939,6.5285,6.5856,7.762,66.84,109.14,4.027,18.147,8.2157,15.3505,1.372,1176.85,145.65,8.2562,0.9756,32.66,35.47,9.975
2016-05-14,1.374948439,0.88542589,1.474708745,0.695942654,3.5075,1.2939,6.5285,6.5856,7.762,66.84,109.14,4.027,18.147,8.2157,15.3505,1.372,1176.85,145.65,8.2562,0.9756,32.66,35.47,9.975
2016-05-15,1.374948439,0.88542589,1.474708745,0.695942654,3.5075,1.2939,6.5285,6.5856,7.762,66.84,109.14,4.027,18.147,8.2157,15.3505,1.372,1176.85,145.65,8.2562,0.9756,32.66,35.47,9.975
2016-05-16,1.369863014,0.882768362,1.469507715,0.693914371,3.5034,1.2886,6.5184,6.5658,7.7624,66.78,108.89,4.025,18.216,8.1476,15.6075,1.3686,1177.21,145.9,8.2416,0.9772,32.65,35.39,9.975
2016-05-17,1.360174102,0.882067566,1.461988304,0.690369348,3.4942,1.2884,6.517,6.5602,7.7624,66.74,109.02,4.016,18.285,8.1578,15.5215,1.3678,1173.67,146.05,8.2281,0.9761,32.56,35.5,9.975
2016-05-18,1.372683596,0.886839305,1.474491301,0.684228532,3.5268,1.2924,6.537,6.5947,7.7642,66.95,109.65,4.045,18.3375,8.2253,15.743,1.3763,1185.77,146.2,8.2868,0.9822,32.76,35.6,9.975
2016-05-19,1.386385692,0.891742465,1.481920569,0.684556407,3.6051,1.3114,6.544,6.6311,7.7685,67.57,109.81,4.078,18.546,8.3497,15.8805,1.3806,1189.25,146.03,8.3375,0.9894,32.75,35.72,9.975
2016-05-20,1.386001386,0.892299456,1.479289941,0.689037415,3.5386,1.3136,6.5485,6.6351,7.7677,67.42,110.52,4.078,18.377,8.3272,15.669,1.3824,1186.93,146.15,8.3308,0.992,32.69,35.71,9.975
2016-05-21,1.386001386,0.892299456,1.479289941,0.689037415,3.5386,1.3136,6.5485,6.6351,7.7677,67.42,110.52,4.078,18.377,8.3272,15.669,1.3824,1186.93,146.15,8.3308,0.992,32.69,35.71,9.975
2016-05-22,1.386001386,0.892299456,1.479289941,0.689037415,3.5386,1.3136,6.5485,6.6351,7.7677,67.42,110.52,4.078,18.377,8.3272,15.669,1.3824,1186.93,146.15,8.3308,0.992,32.69,35.71,9.975
2016-05-23,1.388310426,0.893495354,1.480604086,0.692328995,3.5753,1.3155,6.5533,6.6443,7.7672,67.47,109.47,4.084,18.471,8.365,15.7625,1.3795,1183.39,146.22,8.3599,0.9919,32.58,35.68,9.975
2016-05-24,1.391982183,0.897263347,1.484119917,0.683854202,3.5518,1.3117,6.5552,6.6723,7.7669,67.59,110,4.12,18.4435,8.3515,15.615,1.3816,1186.39,146.32,8.3219,0.993,32.64,35.73,9.975
2016-05-25,1.391594768,0.896539358,1.481042654,0.680549884,3.6072,1.3089,6.5538,6.6665,7.7658,67.28,110.22,4.101,18.45,8.3389,15.69,1.3793,1182.21,146.2,8.3028,0.9908,32.55,35.68,9.975
2016-05-26,1.383700014,0.894134478,1.481042654,0.681523887,3.5775,1.298,6.554,6.6499,7.765,66.9,109.74,4.078,18.45,8.2705,15.565,1.3736,1178.09,146.03,8.2847,0.9898,32.49,35.59,9.975
2016-05-27,1.387925052,0.897666068,1.486104919,0.682873532,3.6122,1.3001,6.5615,6.6757,7.7663,66.96,109.86,4.076,18.428,8.3221,15.65,1.3748,1180.59,146.7,8.3224,0.9916,32.54,35.68,9.975
2016-05-28,1.387925052,0.897666068,1.486104919,0.682873532,3.6122,1.3001,6.5615,6.6757,7.7663,66.96,109.86,4.076,18.428,8.3221,15.65,1.3748,1180.59,146.7,8.3224,0.9916,32.54,35.68,9.975
2016-05-29,1.387925052,0.897666068,1.486104919,0.682873532,3.6122,1.3001,6.5615,6.6757,7.7663,66.96,109.86,4.076,18.428,8.3221,15.65,1.3748,1180.59,146.7,8.3224,0.9916,32.54,35.68,9.975
2016-05-30,1.387925052,0.897666068,1.486104919,0.682873532,3.6122,1.3001,6.5615,6.6757,7.7663,66.96,109.86,4.076,18.428,8.3221,15.65,1.3748,1180.59,146.7,8.3224,0.9916,32.54,35.68,9.975
2016-05-31,1.380834024,0.898069151,1.477323091,0.688231246,3.6074,1.3097,6.5798,6.6788,7.7689,67.12,110.75,4.123,18.413,8.3678,15.715,1.3778,1188.99,147.8,8.336,0.9934,32.58,35.68,9.975
2016-06-01,1.380834024,0.895656068,1.469075951,0.694685655,3.603,1.3089,6.5748,6.663,7.7709,67.44,109.55,4.143,18.5475,8.3099,15.5975,1.378,1192.09,146.9,8.303,0.9892,32.62,35.7,9.975
2016-06-02,1.384083045,0.896298288,1.467351431,0.693529371,3.5978,1.308,6.5815,6.6675,7.7706,67.22,108.75,4.148,18.632,8.3355,15.591,1.3747,1186.69,147.55,8.3278,0.9902,32.6,35.62,9.975
2016-06-03,1.362583458,0.882612533,1.440507058,0.688657806,3.5332,1.2947,6.5638,6.567,7.7683,66.99,106.88,4.144,18.612,8.2017,15.101,1.3591,1167.79,146.8,8.1742,0.9781,32.28,35.34,9.975
2016-06-04,1.362583458,0.882612533,1.440507058,0.688657806,3.5332,1.2947,6.5638,6.567,7.7683,66.99,106.88,4.144,18.612,8.2017,15.101,1.3591,1167.79,146.8,8.1742,0.9781,32.28,35.34,9.975
2016-06-05,1.362583458,0.882612533,1.440507058,0.688657806,3.5332,1.2947,6.5638,6.567,7.7683,66.99,106.88,4.144,18.612,8.2017,15.101,1.3591,1167.79,146.8,8.1742,0.9781,32.28,35.34,9.975
2016-06-06,1.358326542,0.880746873,1.442793248,0.692041522,3.5094,1.2856,6.5611,6.5509,7.7668,66.81,107.33,4.095,18.614,8.1761,14.9605,1.3577,1162.28,145.55,8.1258,0.972,32.25,35.27,9.975
2016-06-07,1.341921632,0.881057269,1.432459533,0.686624554,3.4604,1.2788,6.571,6.5507,7.7664,66.64,107.3,4.055,18.436,8.1332,14.876,1.3524,1154.8,145.65,8.1404,0.9663,32.16,35.21,9.975
2016-06-08,1.337077149,0.877192982,1.423690205,0.68747422,3.377,1.2694,6.56,6.5222,7.762,66.51,106.68,4.06,18.125,8.1101,14.7125,1.3465,1153.83,145.4,8.1102,0.9594,32.13,35.14,9.975
2016-06-09,1.345713901,0.88269044,1.40193467,0.691228313,3.3934,1.2728,6.559,6.5621,7.7619,66.68,106.54,4.045,18.2885,8.1486,14.8345,1.3524,1159.29,145.3,8.1685,0.9639,32.27,35.14,9.975
2016-06-10,1.352265044,0.886446237,1.414627246,0.697252824,3.4298,1.2734,6.559,6.5903,7.7628,66.84,107.06,4.064,18.526,8.2325,15.1055,1.357,1167.61,144.9,8.2743,0.9632,32.29,35.18,9.975
2016-06-11,1.352265044,0.886446237,1.414627246,0.697252824,3.4298,1.2734,6.559,6.5903,7.7628,66.84,107.06,4.064,18.526,8.2325,15.1055,1.357,1167.61,144.9,8.2743,0.9632,32.29,35.18,9.975
2016-06-12,1.352265044,0.886446237,1.414627246,0.697252824,3.4298,1.2734,6.559,6.5903,7.7628,66.84,107.06,4.064,18.526,8.2325,15.1055,1.357,1167.61,144.9,8.2743,0.9632,32.29,35.18,9.975
2016-06-13,1.352447931,0.886367665,1.415628539,0.70308655,3.4599,1.2791,6.5823,6.5904,7.7621,67.17,106.07,4.086,18.8145,8.2787,15.1535,1.3549,1169.74,144.75,8.2548,0.9662,32.37,35.17,9.975
2016-06-14,1.358695652,0.892379083,1.427959446,0.707714084,3.4959,1.2833,6.593,6.6328,7.7604,67.34,106.02,4.103,18.9785,8.3513,15.3035,1.355,1176.78,144.8,8.3033,0.964,32.39,35.3,9.975
2016-06-15,1.350621286,0.889758875,1.422879909,0.704970039,3.4715,1.2912,6.5785,6.6156,7.7601,67.08,105.87,4.0985,18.863,8.313,15.2525,1.3548,1167.53,144.38,8.323,0.9647,32.31,35.27,9.975
2016-06-16,1.36761488,0.89621796,1.429388222,0.710479574,3.4952,1.3039,6.5899,6.6639,7.7609,67.43,104.05,4.099,18.9875,8.4505,15.4485,1.3534,1176.49,144.76,8.4216,0.9662,32.37,35.32,9.975
2016-06-17,1.354096141,0.888415068,1.41723356,0.700035002,3.4301,1.2875,6.5849,6.6053,7.7613,67.11,104.2,4.098,18.8615,8.3841,15.217,1.3504,1171.77,145,8.3406,0.961,32.34,35.23,9.975
2016-06-18,1.354096141,0.888415068,1.41723356,0.700035002,3.4301,1.2875,6.5849,6.6053,7.7613,67.11,104.2,4.098,18.8615,8.3841,15.217,1.3504,1171.77,145,8.3406,0.961,32.34,35.23,9.975
2016-06-19,1.354096141,0.888415068,1.41723356,0.700035002,3.4301,1.2875,6.5849,6.6053,7.7613,67.11,104.2,4.098,18.8615,8.3841,15.217,1.3504,1171.77,145,8.3406,0.961,32.34,35.23,9.975
2016-06-20,1.340842049,0.88354833,1.406667604,0.680827887,3.3937,1.2807,6.5768,6.5698,7.7605,67.54,104.32,4.062,18.666,8.2614,14.8215,1.3432,1156.8,145.5,8.2374,0.9616,32.22,35.19,9.975
2016-06-21,1.340302908,0.887941751,1.400952648,0.681756204,3.4038,1.2817,6.5893,6.6023,7.7585,67.73,104.56,4.032,18.655,8.3092,14.7555,1.3419,1154.35,145.5,8.2575,0.9596,32.15,35.25,9.975
2016-06-22,1.334935256,0.886053518,1.395673412,0.681106116,3.3794,1.282,6.575,6.5922,7.7579,67.49,104.56,4.032,18.53,8.2902,14.63,1.3395,1147.99,146.85,8.2727,0.9584,32.07,35.16,9.975
2016-06-23,1.316135825,0.879275477,1.380834024,0.675675676,3.344,1.2749,6.574,6.5449,7.7568,67.29,105.9,4.015,18.301,8.1661,14.426,1.3391,1143.27,146.9,8.1654,0.9566,31.99,35.15,9.975
2016-06-24,1.342101731,0.898795614,1.406667604,0.733191583,3.3895,1.2948,6.615,6.6849,7.7587,67.82,102.26,4.09,18.8545,8.4412,15,1.3487,1167.56,146.6,8.4345,0.9702,32.36,35.32,9.975
2016-06-25,1.342101731,0.898795614,1.406667604,0.733191583,3.3895,1.2948,6.615,6.6849,7.7587,67.82,102.26,4.09,18.8545,8.4412,15,1.3487,1167.56,146.6,8.4345,0.9702,32.36,35.32,9.975
2016-06-26,1.342101731,0.898795614,1.406667604,0.733191583,3.3895,1.2948,6.615,6.6849,7.7587,67.82,102.26,4.09,18.8545,8.4412,15,1.3487,1167.56,146.6,8.4345,0.9702,32.36,35.32,9.975
2016-06-27,1.359249694,0.907111756,1.424501425,0.756601347,3.4025,1.3076,6.6481,6.7453,7.7605,67.92,101.66,4.1,19.152,8.5699,15.49,1.3624,1181.24,147,8.5598,0.9787,32.53,35.34,9.975
2016-06-28,1.35998912,0.9046499,1.422272792,0.752219046,3.3074,1.3086,6.645,6.729,7.7588,67.86,102.71,4.07,18.91,8.5082,15.218,1.3558,1169.31,147.45,8.5372,0.9812,32.41,35.26,9.975
2016-06-29,1.343363783,0.899523253,1.404297149,0.74019245,3.2386,1.299,6.635,6.6908,7.7587,67.42,102.68,4.033,18.5355,8.3763,14.831,1.3472,1153.09,146.2,8.4602,0.9794,32.27,35.16,9.975
2016-06-30,1.345532831,0.906453952,1.404494382,0.755172935,3.2003,1.301,6.6459,6.7208,7.7591,67.51,102.77,4.025,18.4935,8.3931,14.7755,1.3489,1154.15,145.2,8.5028,0.9792,32.22,35.15,9.975
2016-07-01,1.336005344,0.897263347,1.39528394,0.75295535,3.2448,1.2897,6.6547,6.6757,7.7581,67.24,102.55,3.996,18.393,8.3279,14.5755,1.3452,1146.49,145.75,8.4301,0.973,32.2,35.03,9.975
2016-07-02,1.336005344,0.897263347,1.39528394,0.75295535,3.2448,1.2897,6.6547,6.6757,7.7581,67.24,102.55,3.996,18.393,8.3279,14.5755,1.3452,1146.49,145.75,8.4301,0.973,32.2,35.03,9.975
2016-07-03,1.336005344,0.897263347,1.39528394,0.75295535,3.2448,1.2897,6.6547,6.6757,7.7581,67.24,102.55,3.996,18.393,8.3279,14.5755,1.3452,1146.49,145.75,8.4301,0.973,32.2,35.03,9.975
2016-07-04,1.336005344,0.897263347,1.39528394,0.75295535,3.2448,1.2897,6.6547,6.6757,7.7581,67.24,102.55,3.996,18.393,8.3279,14.5755,1.3452,1146.49,145.75,8.4301,0.973,32.2,35.03,9.975
2016-07-05,1.341201717,0.902527076,1.399188471,0.76799017,3.2964,1.295,6.677,6.7149,7.7587,67.4,101.58,4.02,18.7805,8.4065,14.7865,1.3508,1156.79,146.25,8.528,0.9768,32.33,35.16,9.975
2016-07-06,1.331380642,0.902771509,1.402524544,0.773933906,3.3217,1.3003,6.69,6.7172,7.7583,67.45,101.12,4.02,18.7535,8.4724,14.7775,1.3511,1160.59,145.35,8.5276,0.9778,32.36,35.22,9.975
2016-07-07,1.335470085,0.903750565,1.386385692,0.773634535,3.3436,1.2984,6.679,6.7253,7.7582,67.49,100.74,4.02,18.8785,8.494,14.7,1.349,1154.89,145.25,8.5724,0.9781,32.32,35.21,9.975
2016-07-08,1.322926313,0.905961225,1.371177842,0.772916989,3.2835,1.3072,6.6878,6.7403,7.7581,67.13,100.65,4.03,18.5615,8.5421,14.575,1.3458,1148.71,144.75,8.5984,0.9843,32.23,35.2,9.975
2016-07-09,1.322926313,0.905961225,1.371177842,0.772916989,3.2835,1.3072,6.6878,6.7403,7.7581,67.13,100.65,4.03,18.5615,8.5421,14.575,1.3458,1148.71,144.75,8.5984,0.9843,32.23,35.2,9.975
2016-07-10,1.322926313,0.905961225,1.371177842,0.772916989,3.2835,1.3072,6.6878,6.7403,7.7581,67.13,100.65,4.03,18.5615,8.5421,14.575,1.3458,1148.71,144.75,8.5984,0.9843,32.23,35.2,9.975
2016-07-11,1.327316167,0.905387053,1.384657989,0.770060065,3.3095,1.3125,6.6917,6.7333,7.7573,67.11,102.66,3.993,18.4915,8.499,14.436,1.351,1148.97,145,8.584,0.983,32.21,35.15,9.975
2016-07-12,1.310444241,0.903016074,1.369112815,0.755458185,3.274,1.3016,6.686,6.7172,7.7584,67.05,104.72,3.96,18.2935,8.4157,14.331,1.3476,1146.47,145.25,8.5203,0.9869,32.13,35.22,9.975
2016-07-13,1.311647429,0.899928006,1.369300288,0.758725341,3.2895,1.2962,6.6832,6.6937,7.7557,66.99,104.1,3.97,18.402,8.4159,14.424,1.3463,1145.01,145.5,8.4751,0.9834,32.16,35.2,9.975
2016-07-14,1.310272537,0.900171032,1.389081817,0.750075008,3.235,1.2916,6.6801,6.6958,7.754,66.81,105.4,3.95,18.324,8.3653,14.232,1.3423,1130.65,145.1,8.4823,0.9806,31.94,35.01,9.975
2016-07-15,1.318044023,0.90424089,1.40193467,0.757920267,3.2731,1.2978,6.6865,6.7255,7.7543,67.07,105.64,3.945,18.519,8.452,14.353,1.3479,1135.49,144.71,8.5455,0.9834,31.92,34.94,9.975
2016-07-16,1.318044023,0.90424089,1.40193467,0.757920267,3.2731,1.2978,6.6865,6.7255,7.7543,67.07,105.64,3.945,18.519,8.452,14.353,1.3479,1135.49,144.71,8.5455,0.9834,31.92,34.94,9.975
2016-07-17,1.318044023,0.90424089,1.40193467,0.757920267,3.2731,1.2978,6.6865,6.7255,7.7543,67.07,105.64,3.945,18.519,8.452,14.353,1.3479,1135.49,144.71,8.5455,0.9834,31.92,34.94,9.975
2016-07-18,1.316309069,0.902853016,1.405086413,0.753068755,3.2523,1.2984,6.7013,6.7159,7.755,67.14,106,3.975,18.48,8.4489,14.2585,1.3481,1134.39,145.5,8.5505,0.9822,31.93,34.94,9.975
2016-07-19,1.334044824,0.907935355,1.418640942,0.762020879,3.2754,1.3027,6.6931,6.7532,7.7557,67.14,106.13,4,18.5355,8.5075,14.332,1.3533,1140.56,144.71,8.6114,0.985,32.06,35.02,9.975
2016-07-20,1.335826877,0.908512765,1.421868335,0.758782912,3.2468,1.3037,6.676,6.759,7.7552,67.18,106.65,4.024,18.582,8.4929,14.338,1.3577,1142.33,145.75,8.6003,0.9872,32.07,35.04,9.975
2016-07-21,1.33386688,0.907770516,1.43081986,0.756658596,3.2692,1.3056,6.6735,6.7528,7.7561,67.15,105.98,4.038,18.615,8.4697,14.2245,1.356,1137.31,145.75,8.5947,0.9869,31.98,34.96,9.975
2016-07-22,1.341741581,0.911743253,1.430615165,0.763883584,3.2856,1.3178,6.676,6.7815,7.7568,67.19,106.22,4.0535,18.614,8.5524,14.346,1.3586,1137.49,145.5,8.6603,0.9888,32.03,34.94,9.975
2016-07-23,1.341741581,0.911743253,1.430615165,0.763883584,3.2856,1.3178,6.676,6.7815,7.7568,67.19,106.22,4.0535,18.614,8.5524,14.346,1.3586,1137.49,145.5,8.6603,0.9888,32.03,34.94,9.975
2016-07-24,1.341741581,0.911743253,1.430615165,0.763883584,3.2856,1.3178,6.676,6.7815,7.7568,67.19,106.22,4.0535,18.614,8.5524,14.346,1.3586,1137.49,145.5,8.6603,0.9888,32.03,34.94,9.975
2016-07-25,1.340842049,0.910746812,1.432459533,0.761614623,3.287,1.3224,6.6783,6.7758,7.7562,67.41,106.02,4.062,18.756,8.5847,14.37,1.3623,1140.8,145.5,8.6513,0.9869,32.2,35.03,9.975
2016-07-26,1.330494944,0.910415149,1.420858198,0.761440646,3.277,1.3207,6.669,6.7735,7.7572,67.34,104.83,4.058,18.7902,8.5798,14.3635,1.3592,1137.59,145.5,8.6568,0.9924,32.11,34.98,9.975
2016-07-27,1.340482574,0.910083728,1.420051122,0.763708569,3.2867,1.3221,6.668,6.7709,7.7567,67.14,105.65,4.0735,18.8715,8.591,14.3505,1.3584,1135.09,145.6,8.6797,0.9936,32.06,34.94,9.975
2016-07-28,1.331380642,0.901388138,1.413427562,0.760398449,3.2737,1.317,6.6538,6.7041,7.7563,66.96,104.86,4.047,18.9085,8.5468,14.199,1.3525,1124.79,145.7,8.6243,0.9806,31.96,34.85,9.975
2016-07-29,1.315962627,0.895415473,1.385809313,0.753579503,3.238,1.304,6.6371,6.6596,7.7588,66.77,102.32,4.067,18.761,8.425,13.8875,1.3431,1112.89,145.6,8.5503,0.969,31.82,34.78,9.975
2016-07-30,1.315962627,0.895415473,1.385809313,0.753579503,3.238,1.304,6.6371,6.6596,7.7588,66.77,102.32,4.067,18.761,8.425,13.8875,1.3431,1112.89,145.6,8.5503,0.969,31.82,34.78,9.975
2016-07-31,1.315962627,0.895415473,1.385809313,0.753579503,3.238,1.304,6.6371,6.6596,7.7588,66.77,102.32,4.067,18.761,8.425,13.8875,1.3431,1112.89,145.6,8.5503,0.969,31.82,34.78,9.975
2016-08-01,1.321527686,0.894774517,1.389660923,0.757059581,3.265,1.3096,6.6421,6.6557,7.7609,66.63,102.26,4.0215,18.8325,8.475,13.9005,1.3397,1106.15,144.76,8.5701,0.9671,31.55,34.75,9.975
2016-08-02,1.313887794,0.890868597,1.382170007,0.750412727,3.2521,1.3087,6.6239,6.6257,7.7605,66.65,100.82,4.03,18.915,8.4295,14.0125,1.3384,1108.35,145.55,8.5105,0.9643,31.57,34.76,9.975
2016-08-03,1.317175975,0.895255148,1.396063102,0.749906262,3.2595,1.3078,6.632,6.6583,7.758,66.8,101.34,4.056,18.9005,8.4277,13.9645,1.3424,1116.21,145.5,8.5207,0.9716,31.66,34.96,9.975
2016-08-04,1.309414692,0.898149811,1.389854065,0.760861295,3.2,1.3025,6.6388,6.6793,7.7566,66.76,101.08,4.049,18.845,8.4283,13.68,1.3417,1111.99,145.5,8.5214,0.9738,31.62,34.89,9.975
2016-08-05,1.313197636,0.902527076,1.400952648,0.765169485,3.1873,1.3179,6.653,6.7112,7.7551,66.84,101.74,4.025,18.8685,8.4981,13.797,1.3469,1114.54,145.4,8.5634,0.9796,31.54,35.04,9.975
2016-08-06,1.313197636,0.902527076,1.400952648,0.765169485,3.1873,1.3179,6.653,6.7112,7.7551,66.84,101.74,4.025,18.8685,8.4981,13.797,1.3469,1114.54,145.4,8.5634,0.9796,31.54,35.04,9.975
2016-08-07,1.313197636,0.902527076,1.400952648,0.765169485,3.1873,1.3179,6.653,6.7112,7.7551,66.84,101.74,4.025,18.8685,8.4981,13.797,1.3469,1114.54,145.4,8.5634,0.9796,31.54,35.04,9.975
2016-08-08,1.306165099,0.902690016,1.400756408,0.766753565,3.1841,1.3162,6.6597,6.7129,7.757,66.82,102.53,4.035,18.5785,8.4772,13.6275,1.3481,1108.24,144.62,8.5867,0.9838,31.45,35.01,9.975
2016-08-09,1.302592158,0.900090009,1.393145723,0.768639508,3.1325,1.3116,6.653,6.6939,7.7565,66.76,101.96,4.028,18.38,8.3952,13.4205,1.3436,1101.45,145.25,8.5314,0.9826,31.28,34.89,9.975
2016-08-10,1.295840352,0.895175007,1.385041551,0.769349131,3.1292,1.3059,6.6345,6.6587,7.7562,66.72,101.27,3.988,18.351,8.2804,13.3105,1.34,1095.84,145.5,8.4686,0.9759,31.05,34.76,9.975
2016-08-11,1.297016861,0.895415473,1.380834024,0.771604938,3.1369,1.3004,6.6274,6.6603,7.7562,66.75,101.46,4.002,18.264,8.2219,13.321,1.3429,1097.39,145.2,8.4306,0.9722,31.25,34.7,9.975
2016-08-12,1.303950971,0.89509488,1.386001386,0.773156023,3.1648,1.2943,6.6324,6.6591,7.7565,66.82,101.01,4.026,18.25,8.1874,13.5175,1.3456,1100.79,145.2,8.44,0.9738,31.38,34.74,9.975
2016-08-13,1.303950971,0.89509488,1.386001386,0.773156023,3.1648,1.2943,6.6324,6.6591,7.7565,66.82,101.01,4.026,18.25,8.1874,13.5175,1.3456,1100.79,145.2,8.44,0.9738,31.38,34.74,9.975
2016-08-14,1.303950971,0.89509488,1.386001386,0.773156023,3.1648,1.2943,6.6324,6.6591,7.7565,66.82,101.01,4.026,18.25,8.1874,13.5175,1.3456,1100.79,145.2,8.44,0.9738,31.38,34.74,9.975
2016-08-15,1.300897619,0.892936869,1.385233412,0.77675936,3.1717,1.2922,6.637,6.643,7.7565,66.85,101.02,4.005,18.045,8.2086,13.3105,1.3426,1095.83,145.1,8.4542,0.9714,31.31,34.6,9.975
2016-08-16,1.299207483,0.886760663,1.376273053,0.76810815,3.1782,1.2861,6.624,6.5989,7.7549,66.83,100.28,3.983,17.975,8.194,13.306,1.339,1093.95,145.3,8.4091,0.9622,31.26,34.62,9.975
2016-08-17,1.312508203,0.887862914,1.385233412,0.768521365,3.2273,1.2885,6.6328,6.6058,7.7549,66.96,100.24,4.01,18.2765,8.2419,13.4905,1.3456,1114.25,144.39,8.4384,0.964,31.53,34.69,9.975
2016-08-18,1.301405518,0.882301041,1.37136588,0.760629801,3.229,1.2777,6.6297,6.5659,7.7528,66.83,100.07,3.9925,18.0575,8.1562,13.35,1.3398,1107.41,145.4,8.358,0.9576,31.4,34.55,9.975
2016-08-19,1.312335958,0.882924245,1.375894331,0.765638159,3.2219,1.2878,6.6515,6.5699,7.753,67.13,100.24,4.0105,18.2525,8.2137,13.5065,1.3469,1116.37,145.1,8.3781,0.9594,31.64,34.64,9.975
2016-08-20,1.312335958,0.882924245,1.375894331,0.765638159,3.2219,1.2878,6.6515,6.5699,7.753,67.13,100.24,4.0105,18.2525,8.2137,13.5065,1.3469,1116.37,145.1,8.3781,0.9594,31.64,34.64,9.975
2016-08-21,1.312335958,0.882924245,1.375894331,0.765638159,3.2219,1.2878,6.6515,6.5699,7.753,67.13,100.24,4.0105,18.2525,8.2137,13.5065,1.3469,1116.37,145.1,8.3781,0.9594,31.64,34.64,9.975
2016-08-22,1.310787783,0.883860704,1.374003847,0.761440646,3.2209,1.2942,6.6475,6.5786,7.753,67.18,100.25,4.02,18.3165,8.2256,13.5705,1.3506,1120.93,145.05,8.3826,0.9625,31.8,34.66,9.975
2016-08-23,1.310272537,0.884329678,1.368550705,0.758782912,3.2196,1.2904,6.6378,6.5828,7.7531,67.09,100.2,4.025,18.373,8.211,13.8,1.3511,1116.91,145.5,8.3781,0.9622,31.78,34.58,9.975
2016-08-24,1.314924392,0.888415068,1.368550705,0.755515261,3.236,1.2939,6.6562,6.6142,7.7543,67.14,100.5,4.035,18.4955,8.2249,14.19,1.3552,1121.34,145.4,8.4068,0.9673,31.79,34.64,9.975
